Filename,X,Y,Width,Height,Timestamp
synthetic_stop_1.png,44,44,112,112,2025-08-01 05:29:12
synthetic_stop_2.png,44,44,112,112,2025-08-01 05:29:12
synthetic_stop_3.png,44,44,112,112,2025-08-01 05:29:12
